window_id,start_time,end_time,count,expected,z,q_value,pro_rate,delta_pro_rate,dup_fraction,near_dup_fraction,name_weirdness_mean,support_n,evidence_tier,primary_explanation,secondary_explanation,score,is_low_power,caveat_flags,evidence_kinds,source_detectors,score_primary_driver,score_detector_breakdown,score_signal_breakdown,count_raw,count_exact_row_dedup,count_delta,count_relative_delta,pro_rate_raw,pro_rate_exact_row_dedup,pro_rate_delta,dup_fraction_raw,dup_fraction_exact_row_dedup,dup_fraction_delta
w_20260206T094100_20260206T094100,2026-02-06T09:41:00-08:00,2026-02-06T09:41:00-08:00,34.0,19.94164193867458,,0.0,0.29411764705882354,,0.0,1.0,,73224,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T094100_20260206T094100:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),34.0,34.0,0.0,0.0,0.29411764705882354,0.29411764705882354,0.0,0.0,0.0,0.0
w_20260206T094000_20260206T094000,2026-02-06T09:40:00-08:00,2026-02-06T09:40:00-08:00,50.0,19.94164193867458,,0.0,0.22,,0.0,1.0,,73190,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T094000_20260206T094000:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),50.0,50.0,0.0,0.0,0.22,0.22,0.0,0.0,0.0,0.0
w_20260206T093900_20260206T093900,2026-02-06T09:39:00-08:00,2026-02-06T09:39:00-08:00,35.0,19.94164193867458,,0.0,0.4,,0.0,1.0,,73140,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T093900_20260206T093900:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),35.0,35.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0
w_20260206T093800_20260206T093800,2026-02-06T09:38:00-08:00,2026-02-06T09:38:00-08:00,37.0,19.94164193867458,,0.0,0.5135135135135135,,0.0,1.0,,73105,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T093800_20260206T093800:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),37.0,37.0,0.0,0.0,0.5135135135135135,0.5135135135135135,0.0,0.0,0.0,0.0
w_20260206T093700_20260206T093700,2026-02-06T09:37:00-08:00,2026-02-06T09:37:00-08:00,36.0,19.94164193867458,,0.0,0.3333333333333333,,0.0,1.0,,73068,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T093700_20260206T093700:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),36.0,36.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
w_20260206T093600_20260206T093600,2026-02-06T09:36:00-08:00,2026-02-06T09:36:00-08:00,38.0,19.94164193867458,,0.0,0.34210526315789475,,0.0,1.0,,73032,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T093600_20260206T093600:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),38.0,38.0,0.0,0.0,0.34210526315789475,0.34210526315789475,0.0,0.0,0.0,0.0
w_20260206T093500_20260206T093500,2026-02-06T09:35:00-08:00,2026-02-06T09:35:00-08:00,33.0,19.94164193867458,,0.0,0.42424242424242425,,0.0,1.0,,72994,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T093500_20260206T093500:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),33.0,33.0,0.0,0.0,0.42424242424242425,0.42424242424242425,0.0,0.0,0.0,0.0
w_20260206T093400_20260206T093400,2026-02-06T09:34:00-08:00,2026-02-06T09:34:00-08:00,32.0,19.94164193867458,,0.0,0.40625,,0.0,1.0,,72961,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T093400_20260206T093400:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),32.0,32.0,0.0,0.0,0.40625,0.40625,0.0,0.0,0.0,0.0
w_20260206T093300_20260206T093300,2026-02-06T09:33:00-08:00,2026-02-06T09:33:00-08:00,37.0,19.94164193867458,,0.0,0.35135135135135137,,0.0,1.0,,72929,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T093300_20260206T093300:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),37.0,37.0,0.0,0.0,0.35135135135135137,0.35135135135135137,0.0,0.0,0.0,0.0
w_20260206T093200_20260206T093200,2026-02-06T09:32:00-08:00,2026-02-06T09:32:00-08:00,38.0,19.94164193867458,,0.0,0.2631578947368421,,0.0,1.0,,72892,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T093200_20260206T093200:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),38.0,38.0,0.0,0.0,0.2631578947368421,0.2631578947368421,0.0,0.0,0.0,0.0
w_20260206T092900_20260206T092900,2026-02-06T09:29:00-08:00,2026-02-06T09:29:00-08:00,43.0,19.94164193867458,,0.0,0.27906976744186046,,0.0,1.0,,72791,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T092900_20260206T092900:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),43.0,43.0,0.0,0.0,0.27906976744186046,0.27906976744186046,0.0,0.0,0.0,0.0
w_20260206T092800_20260206T092800,2026-02-06T09:28:00-08:00,2026-02-06T09:28:00-08:00,41.0,19.94164193867458,,0.0,0.36585365853658536,,0.0,1.0,,72748,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T092800_20260206T092800:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),41.0,41.0,0.0,0.0,0.36585365853658536,0.36585365853658536,0.0,0.0,0.0,0.0
w_20260206T092700_20260206T092700,2026-02-06T09:27:00-08:00,2026-02-06T09:27:00-08:00,42.0,19.94164193867458,,0.0,0.42857142857142855,,0.0,1.0,,72707,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T092700_20260206T092700:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),42.0,42.0,0.0,0.0,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0,0.0
w_20260206T092600_20260206T092600,2026-02-06T09:26:00-08:00,2026-02-06T09:26:00-08:00,35.0,19.94164193867458,,0.0,0.37142857142857144,,0.0,1.0,,72665,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T092600_20260206T092600:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),35.0,35.0,0.0,0.0,0.37142857142857144,0.37142857142857144,0.0,0.0,0.0,0.0
w_20260206T092500_20260206T092500,2026-02-06T09:25:00-08:00,2026-02-06T09:25:00-08:00,42.0,19.94164193867458,,0.0,0.2857142857142857,,0.0,1.0,,72630,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T092500_20260206T092500:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),42.0,42.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0
w_20260206T092400_20260206T092400,2026-02-06T09:24:00-08:00,2026-02-06T09:24:00-08:00,38.0,19.94164193867458,,0.0,0.23684210526315788,,0.0,1.0,,72588,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T092400_20260206T092400:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),38.0,38.0,0.0,0.0,0.23684210526315788,0.23684210526315788,0.0,0.0,0.0,0.0
w_20260206T092300_20260206T092300,2026-02-06T09:23:00-08:00,2026-02-06T09:23:00-08:00,35.0,19.94164193867458,,0.0,0.37142857142857144,,0.0,1.0,,72550,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T092300_20260206T092300:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),35.0,35.0,0.0,0.0,0.37142857142857144,0.37142857142857144,0.0,0.0,0.0,0.0
w_20260206T092200_20260206T092200,2026-02-06T09:22:00-08:00,2026-02-06T09:22:00-08:00,37.0,19.94164193867458,,0.0,0.3783783783783784,,0.0,1.0,,72515,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T092200_20260206T092200:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),37.0,37.0,0.0,0.0,0.3783783783783784,0.3783783783783784,0.0,0.0,0.0,0.0
w_20260206T092100_20260206T092100,2026-02-06T09:21:00-08:00,2026-02-06T09:21:00-08:00,35.0,19.94164193867458,,0.0,0.34285714285714286,,0.0,1.0,,72478,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T092100_20260206T092100:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),35.0,35.0,0.0,0.0,0.34285714285714286,0.34285714285714286,0.0,0.0,0.0,0.0
w_20260206T092000_20260206T092000,2026-02-06T09:20:00-08:00,2026-02-06T09:20:00-08:00,48.0,19.94164193867458,,0.0,0.2916666666666667,,0.0,1.0,,72443,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T092000_20260206T092000:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),48.0,48.0,0.0,0.0,0.2916666666666667,0.2916666666666667,0.0,0.0,0.0,0.0
w_20260206T091900_20260206T091900,2026-02-06T09:19:00-08:00,2026-02-06T09:19:00-08:00,39.0,19.94164193867458,,0.0,0.358974358974359,,0.0,1.0,,72395,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T091900_20260206T091900:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),39.0,39.0,0.0,0.0,0.358974358974359,0.358974358974359,0.0,0.0,0.0,0.0
w_20260206T091800_20260206T091800,2026-02-06T09:18:00-08:00,2026-02-06T09:18:00-08:00,43.0,19.94164193867458,,0.0,0.3488372093023256,,0.0,1.0,,72356,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T091800_20260206T091800:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),43.0,43.0,0.0,0.0,0.3488372093023256,0.3488372093023256,0.0,0.0,0.0,0.0
w_20260206T091700_20260206T091700,2026-02-06T09:17:00-08:00,2026-02-06T09:17:00-08:00,42.0,19.94164193867458,,0.0,0.30952380952380953,,0.0,1.0,,72313,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T091700_20260206T091700:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),42.0,42.0,0.0,0.0,0.30952380952380953,0.30952380952380953,0.0,0.0,0.0,0.0
w_20260206T091600_20260206T091600,2026-02-06T09:16:00-08:00,2026-02-06T09:16:00-08:00,37.0,19.94164193867458,,0.0,0.3783783783783784,,0.0,1.0,,72271,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T091600_20260206T091600:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),37.0,37.0,0.0,0.0,0.3783783783783784,0.3783783783783784,0.0,0.0,0.0,0.0
w_20260206T091500_20260206T091500,2026-02-06T09:15:00-08:00,2026-02-06T09:15:00-08:00,41.0,19.94164193867458,,0.0,0.3170731707317073,,0.0,1.0,,72234,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T091500_20260206T091500:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),41.0,41.0,0.0,0.0,0.3170731707317073,0.3170731707317073,0.0,0.0,0.0,0.0
w_20260206T091400_20260206T091400,2026-02-06T09:14:00-08:00,2026-02-06T09:14:00-08:00,38.0,19.94164193867458,,0.0,0.39473684210526316,,0.0,1.0,,72193,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T091400_20260206T091400:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),38.0,38.0,0.0,0.0,0.39473684210526316,0.39473684210526316,0.0,0.0,0.0,0.0
w_20260206T091300_20260206T091300,2026-02-06T09:13:00-08:00,2026-02-06T09:13:00-08:00,53.0,19.94164193867458,,0.0,0.2830188679245283,,0.0,1.0,,72155,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T091300_20260206T091300:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),53.0,53.0,0.0,0.0,0.2830188679245283,0.2830188679245283,0.0,0.0,0.0,0.0
w_20260206T091100_20260206T091100,2026-02-06T09:11:00-08:00,2026-02-06T09:11:00-08:00,47.0,19.94164193867458,,0.0,0.3829787234042553,,0.0,1.0,,72059,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T091100_20260206T091100:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),47.0,47.0,0.0,0.0,0.3829787234042553,0.3829787234042553,0.0,0.0,0.0,0.0
w_20260206T091000_20260206T091000,2026-02-06T09:10:00-08:00,2026-02-06T09:10:00-08:00,32.0,19.94164193867458,,0.0,0.28125,,0.0,1.0,,72012,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T091000_20260206T091000:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),32.0,32.0,0.0,0.0,0.28125,0.28125,0.0,0.0,0.0,0.0
w_20260206T090900_20260206T090900,2026-02-06T09:09:00-08:00,2026-02-06T09:09:00-08:00,45.0,19.94164193867458,,0.0,0.28888888888888886,,0.0,1.0,,71980,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T090900_20260206T090900:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),45.0,45.0,0.0,0.0,0.28888888888888886,0.28888888888888886,0.0,0.0,0.0,0.0
w_20260206T090800_20260206T090800,2026-02-06T09:08:00-08:00,2026-02-06T09:08:00-08:00,39.0,19.94164193867458,,0.0,0.23076923076923078,,0.0,1.0,,71935,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T090800_20260206T090800:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),39.0,39.0,0.0,0.0,0.23076923076923078,0.23076923076923078,0.0,0.0,0.0,0.0
w_20260206T090700_20260206T090700,2026-02-06T09:07:00-08:00,2026-02-06T09:07:00-08:00,33.0,19.94164193867458,,0.0,0.30303030303030304,,0.0,1.0,,71896,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T090700_20260206T090700:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),33.0,33.0,0.0,0.0,0.30303030303030304,0.30303030303030304,0.0,0.0,0.0,0.0
w_20260206T090600_20260206T090600,2026-02-06T09:06:00-08:00,2026-02-06T09:06:00-08:00,44.0,19.94164193867458,,0.0,0.29545454545454547,,0.0,1.0,,71863,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T090600_20260206T090600:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),44.0,44.0,0.0,0.0,0.29545454545454547,0.29545454545454547,0.0,0.0,0.0,0.0
w_20260206T090500_20260206T090500,2026-02-06T09:05:00-08:00,2026-02-06T09:05:00-08:00,52.0,19.94164193867458,,0.0,0.21153846153846154,,0.0,1.0,,71819,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T090500_20260206T090500:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),52.0,52.0,0.0,0.0,0.21153846153846154,0.21153846153846154,0.0,0.0,0.0,0.0
w_20260206T090400_20260206T090400,2026-02-06T09:04:00-08:00,2026-02-06T09:04:00-08:00,39.0,19.94164193867458,,0.0,0.3076923076923077,,0.0,1.0,,71767,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T090400_20260206T090400:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),39.0,39.0,0.0,0.0,0.3076923076923077,0.3076923076923077,0.0,0.0,0.0,0.0
w_20260206T090200_20260206T090200,2026-02-06T09:02:00-08:00,2026-02-06T09:02:00-08:00,50.0,19.94164193867458,,0.0,0.38,,0.0,1.0,,71696,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T090200_20260206T090200:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),50.0,50.0,0.0,0.0,0.38,0.38,0.0,0.0,0.0,0.0
w_20260206T090100_20260206T090100,2026-02-06T09:01:00-08:00,2026-02-06T09:01:00-08:00,43.0,19.94164193867458,,0.0,0.20930232558139536,,0.0,1.0,,71646,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T090100_20260206T090100:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),43.0,43.0,0.0,0.0,0.20930232558139536,0.20930232558139536,0.0,0.0,0.0,0.0
w_20260206T090000_20260206T090000,2026-02-06T09:00:00-08:00,2026-02-06T09:00:00-08:00,35.0,19.94164193867458,,0.0,0.34285714285714286,,0.0,1.0,,71603,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T090000_20260206T090000:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),35.0,35.0,0.0,0.0,0.34285714285714286,0.34285714285714286,0.0,0.0,0.0,0.0
w_20260206T085800_20260206T085800,2026-02-06T08:58:00-08:00,2026-02-06T08:58:00-08:00,37.0,19.94164193867458,,0.0,0.3783783783783784,,0.0,1.0,,71545,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T085800_20260206T085800:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),37.0,37.0,0.0,0.0,0.3783783783783784,0.3783783783783784,0.0,0.0,0.0,0.0
w_20260206T085700_20260206T085700,2026-02-06T08:57:00-08:00,2026-02-06T08:57:00-08:00,42.0,19.94164193867458,,0.0,0.3333333333333333,,0.0,1.0,,71508,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T085700_20260206T085700:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),42.0,42.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
w_20260206T085500_20260206T085500,2026-02-06T08:55:00-08:00,2026-02-06T08:55:00-08:00,37.0,19.94164193867458,,0.0,0.2972972972972973,,0.0,1.0,,71435,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T085500_20260206T085500:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),37.0,37.0,0.0,0.0,0.2972972972972973,0.2972972972972973,0.0,0.0,0.0,0.0
w_20260206T085400_20260206T085400,2026-02-06T08:54:00-08:00,2026-02-06T08:54:00-08:00,48.0,19.94164193867458,,0.0,0.3125,,0.0,1.0,,71398,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T085400_20260206T085400:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),48.0,48.0,0.0,0.0,0.3125,0.3125,0.0,0.0,0.0,0.0
w_20260206T085300_20260206T085300,2026-02-06T08:53:00-08:00,2026-02-06T08:53:00-08:00,43.0,19.94164193867458,,0.0,0.37209302325581395,,0.0,1.0,,71350,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T085300_20260206T085300:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),43.0,43.0,0.0,0.0,0.37209302325581395,0.37209302325581395,0.0,0.0,0.0,0.0
w_20260206T085200_20260206T085200,2026-02-06T08:52:00-08:00,2026-02-06T08:52:00-08:00,47.0,19.94164193867458,,0.0,0.3829787234042553,,0.0,1.0,,71307,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T085200_20260206T085200:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),47.0,47.0,0.0,0.0,0.3829787234042553,0.3829787234042553,0.0,0.0,0.0,0.0
w_20260206T085100_20260206T085100,2026-02-06T08:51:00-08:00,2026-02-06T08:51:00-08:00,36.0,19.94164193867458,,0.0,0.3611111111111111,,0.0,1.0,,71260,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T085100_20260206T085100:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),36.0,36.0,0.0,0.0,0.3611111111111111,0.3611111111111111,0.0,0.0,0.0,0.0
w_20260206T085000_20260206T085000,2026-02-06T08:50:00-08:00,2026-02-06T08:50:00-08:00,47.0,19.94164193867458,,0.0,0.48936170212765956,,0.0,1.0,,71224,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T085000_20260206T085000:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),47.0,47.0,0.0,0.0,0.48936170212765956,0.48936170212765956,0.0,0.0,0.0,0.0
w_20260206T084900_20260206T084900,2026-02-06T08:49:00-08:00,2026-02-06T08:49:00-08:00,54.0,19.94164193867458,,0.0,0.3333333333333333,,0.0,1.0,,71177,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T084900_20260206T084900:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),54.0,54.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
w_20260206T084800_20260206T084800,2026-02-06T08:48:00-08:00,2026-02-06T08:48:00-08:00,48.0,19.94164193867458,,0.0,0.3958333333333333,,0.0,1.0,,71123,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T084800_20260206T084800:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),48.0,48.0,0.0,0.0,0.3958333333333333,0.3958333333333333,0.0,0.0,0.0,0.0
w_20260206T084600_20260206T084600,2026-02-06T08:46:00-08:00,2026-02-06T08:46:00-08:00,54.0,19.94164193867458,,0.0,0.2777777777777778,,0.0,1.0,,71022,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T084600_20260206T084600:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),54.0,54.0,0.0,0.0,0.2777777777777778,0.2777777777777778,0.0,0.0,0.0,0.0
w_20260206T084400_20260206T084400,2026-02-06T08:44:00-08:00,2026-02-06T08:44:00-08:00,39.0,19.94164193867458,,0.0,0.3076923076923077,,0.0,1.0,,70915,high,potential_manipulation,none,1.0,False,[],"[""heuristic"", ""stat_fdr""]","[""bursts"", ""duplicates_near""]",bursts,bursts (62.5%); duplicates_near (37.5%),burst:w_20260206T084400_20260206T084400:stat_fdr (62.5%); near_dup_fraction:heuristic (37.5%),39.0,39.0,0.0,0.0,0.3076923076923077,0.3076923076923077,0.0,0.0,0.0,0.0
