level,committee,chamber,hour_bin,weekday_bin,bucket_minutes,n_windows,n_rows_total,duplicate_row_rate_mean,duplicate_row_rate_median,median_n_rows,shrink_k
committee_chamber_hour_weekday_bucket,local government,senate,13,1,30,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,local government,senate,13,2,30,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,local government,senate,13,6,30,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,local government,senate,14,1,30,2,2,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,local government,senate,14,2,30,2,3,0.0,0.0,1.5,30.0
committee_chamber_hour_weekday_bucket,local government,senate,14,6,30,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,local government,senate,15,1,30,2,2,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,local government,senate,15,2,30,4,4,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,local government,senate,15,5,30,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,local government,senate,15,6,30,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,local government,senate,16,1,30,2,27,0.14285714285714285,0.14285714285714285,13.5,30.0
committee_chamber_hour_weekday_bucket,local government,senate,16,2,30,3,10,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,local government,senate,17,1,30,2,6,0.25,0.25,3.0,30.0
committee_chamber_hour_weekday_bucket,local government,senate,17,2,30,4,9,0.0,0.0,2.0,30.0
committee_chamber_hour_weekday_bucket,local government,senate,17,6,30,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,local government,senate,18,1,30,2,6,0.0,0.0,3.0,30.0
committee_chamber_hour_weekday_bucket,local government,senate,18,2,30,3,7,0.0,0.0,2.0,30.0
committee_chamber_hour_weekday_bucket,local government,senate,18,6,30,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,local government,senate,19,1,30,2,5,0.0,0.0,2.5,30.0
committee_chamber_hour_weekday_bucket,local government,senate,19,2,30,4,15,0.25,0.16666666666666666,4.0,30.0
committee_chamber_hour_weekday_bucket,local government,senate,19,6,30,2,6,0.0,0.0,3.0,30.0
committee_chamber_hour_weekday_bucket,local government,senate,20,1,30,2,6,0.0,0.0,3.0,30.0
committee_chamber_hour_weekday_bucket,local government,senate,20,2,30,4,10,0.0,0.0,3.0,30.0
committee_chamber_hour_weekday_bucket,local government,senate,20,6,30,2,12,0.125,0.125,6.0,30.0
committee_chamber_hour_weekday_bucket,local government,senate,21,1,30,2,3,0.0,0.0,1.5,30.0
committee_chamber_hour_weekday_bucket,local government,senate,21,2,30,4,11,0.25,0.0,2.0,30.0
committee_chamber_hour_weekday_bucket,local government,senate,21,5,30,1,2,0.0,0.0,2.0,30.0
committee_chamber_hour_weekday_bucket,local government,senate,21,6,30,2,8,0.25,0.25,4.0,30.0
committee_chamber_hour_weekday_bucket,local government,senate,22,1,30,2,2,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,local government,senate,22,2,30,4,14,0.0,0.0,3.5,30.0
committee_chamber_hour_weekday_bucket,local government,senate,22,6,30,2,13,0.0,0.0,6.5,30.0
committee_chamber_hour_weekday_bucket,local government,senate,23,2,30,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,0,0,30,2,3,0.0,0.0,1.5,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,0,1,30,3,6,0.0,0.0,2.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,0,2,30,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,1,1,30,2,5,0.0,0.0,2.5,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,1,2,30,1,2,1.0,1.0,2.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,2,1,30,4,5,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,2,2,30,1,2,1.0,1.0,2.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,3,1,30,3,3,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,4,0,30,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,4,1,30,1,2,0.0,0.0,2.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,5,0,30,2,4,0.0,0.0,2.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,5,1,30,3,5,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,5,2,30,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,6,0,30,2,4,0.0,0.0,2.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,6,1,30,4,7,0.0,0.0,2.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,6,2,30,2,7,0.2,0.2,3.5,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,7,0,30,2,10,0.0,0.0,5.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,7,1,30,4,19,0.08333333333333333,0.0,5.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,7,2,30,2,9,0.0,0.0,4.5,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,8,0,30,2,13,0.08333333333333333,0.08333333333333333,6.5,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,8,1,30,4,22,0.05,0.0,5.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,8,2,30,2,5,0.0,0.0,2.5,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,9,0,30,2,13,0.0,0.0,6.5,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,9,1,30,4,16,0.0,0.0,4.5,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,9,2,30,2,8,0.2,0.2,4.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,10,0,30,2,18,0.0,0.0,9.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,10,1,30,3,14,0.1111111111111111,0.0,4.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,10,2,30,1,2,1.0,1.0,2.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,10,6,30,2,22,0.07142857142857142,0.07142857142857142,11.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,11,0,30,2,13,0.0,0.0,6.5,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,11,1,30,4,30,0.05,0.0,7.5,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,11,2,30,2,8,0.25,0.25,4.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,11,6,30,2,19,0.125,0.125,9.5,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,12,0,30,2,14,0.125,0.125,7.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,12,1,30,3,14,0.0,0.0,4.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,12,2,30,1,7,0.2857142857142857,0.2857142857142857,7.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,12,6,30,2,14,0.0,0.0,7.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,13,0,30,3,11,0.0,0.0,4.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,13,1,30,2,15,0.0,0.0,7.5,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,13,6,30,2,12,0.0,0.0,6.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,14,0,30,4,38,0.0625,0.0,9.5,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,14,1,30,2,10,0.0,0.0,5.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,14,6,30,2,16,0.1111111111111111,0.1111111111111111,8.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,15,0,30,4,17,0.0,0.0,3.5,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,15,1,30,2,12,0.0,0.0,6.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,15,6,30,2,18,0.225,0.225,9.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,16,0,30,4,14,0.0,0.0,3.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,16,1,30,2,6,0.0,0.0,3.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,16,6,30,2,12,0.0,0.0,6.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,17,0,30,4,19,0.125,0.0,4.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,17,1,30,2,7,0.0,0.0,3.5,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,17,6,30,2,18,0.0,0.0,9.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,18,0,30,4,23,0.0,0.0,3.5,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,18,1,30,2,8,0.16666666666666666,0.16666666666666666,4.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,18,6,30,2,15,0.0,0.0,7.5,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,19,0,30,4,19,0.07142857142857142,0.0,4.5,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,19,1,30,2,24,0.0,0.0,12.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,19,6,30,2,15,0.0,0.0,7.5,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,20,0,30,4,35,0.07142857142857142,0.0,8.5,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,20,1,30,2,14,0.0,0.0,7.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,20,6,30,2,17,0.0,0.0,8.5,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,21,0,30,3,21,0.0,0.0,8.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,21,1,30,2,11,0.0,0.0,5.5,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,21,6,30,2,22,0.06666666666666667,0.06666666666666667,11.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,22,0,30,3,13,0.09523809523809523,0.0,5.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,22,1,30,2,9,0.3,0.3,4.5,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,22,6,30,2,6,0.0,0.0,3.0,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,23,0,30,4,13,0.0,0.0,3.5,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,23,1,30,2,5,0.0,0.0,2.5,30.0
committee_chamber_hour_weekday_bucket,postsecondary education & workforce,house,23,6,30,2,3,0.0,0.0,1.5,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,0,0,30,3,6,0.3333333333333333,0.0,2.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,0,1,30,8,32,0.08333333333333333,0.0,2.5,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,0,3,30,2,8,0.0,0.0,4.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,0,4,30,3,3,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,0,5,30,2,3,0.0,0.0,1.5,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,0,6,30,2,2,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,1,0,30,3,5,0.0,0.0,2.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,1,1,30,6,21,0.0,0.0,2.5,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,1,3,30,3,7,0.0,0.0,2.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,1,4,30,3,4,0.3333333333333333,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,1,6,30,2,2,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,2,0,30,2,2,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,2,1,30,6,11,0.0,0.0,1.5,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,2,3,30,2,2,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,2,4,30,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,2,6,30,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,3,0,30,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,3,1,30,5,12,0.0,0.0,3.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,3,4,30,2,4,0.0,0.0,2.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,3,6,30,2,3,0.0,0.0,1.5,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,4,0,30,3,6,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,4,1,30,6,17,0.0,0.0,2.5,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,4,3,30,1,7,0.0,0.0,7.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,4,6,30,2,4,0.0,0.0,2.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,5,0,30,2,10,0.0,0.0,5.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,5,1,30,10,147,0.005063291139240506,0.0,3.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,5,3,30,2,9,0.0,0.0,4.5,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,5,4,30,2,7,0.0,0.0,3.5,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,5,5,30,2,3,0.0,0.0,1.5,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,5,6,30,3,9,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,6,0,30,7,23,0.0,0.0,2.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,6,1,30,9,242,0.03321249662713077,0.0,8.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,6,3,30,2,10,0.41666666666666663,0.41666666666666663,5.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,6,4,30,6,22,0.10416666666666667,0.0,3.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,6,5,30,2,7,0.0,0.0,3.5,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,6,6,30,4,9,0.0,0.0,2.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,7,0,30,4,39,0.0,0.0,8.5,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,7,1,30,11,310,0.03684810487318324,0.0,6.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,7,2,30,1,16,0.0,0.0,16.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,7,3,30,4,44,0.16666666666666666,0.0,11.5,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,7,4,30,4,4,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,7,5,30,2,9,0.0,0.0,4.5,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,7,6,30,4,19,0.0,0.0,4.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,8,0,30,9,57,0.026755852842809364,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,8,1,30,10,318,0.019829164124466135,0.0,6.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,8,2,30,2,35,0.0,0.0,17.5,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,8,3,30,6,85,0.05714285714285714,0.0,13.5,13.5
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,8,4,30,3,115,0.0,0.0,50.0,50.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,8,5,30,3,10,0.0,0.0,4.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,8,6,30,4,26,0.0,0.0,6.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,9,0,30,11,121,0.015079019863708859,0.0,10.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,9,1,30,11,295,0.0732025221155656,0.0,5.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,9,2,30,2,29,0.0,0.0,14.5,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,9,3,30,6,64,0.030303030303030304,0.0,11.0,11.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,9,4,30,4,58,0.0,0.0,13.5,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,9,5,30,5,19,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,9,6,30,5,39,0.02857142857142857,0.0,3.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,10,0,30,8,147,0.041666666666666664,0.0,12.5,12.5
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,10,1,30,9,250,0.09575383464272352,0.0,6.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,10,2,30,2,23,0.09090909090909091,0.09090909090909091,11.5,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,10,3,30,7,49,0.05054945054945055,0.0,7.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,10,4,30,4,61,0.019230769230769232,0.0,15.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,10,5,30,4,17,0.05555555555555555,0.0,3.5,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,10,6,30,5,27,0.0,0.0,6.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,11,0,30,9,107,0.035440613026819924,0.0,10.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,11,1,30,10,198,0.05002592125542945,0.0,7.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,11,2,30,2,16,0.0,0.0,8.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,11,3,30,7,38,0.0,0.0,6.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,11,4,30,2,40,0.04,0.04,20.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,11,5,30,2,14,0.2,0.2,7.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,11,6,30,5,28,0.0,0.0,3.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,12,0,30,8,254,0.05654761904761904,0.0,10.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,12,1,30,5,105,0.03687002652519894,0.0,20.0,20.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,12,2,30,2,29,0.05263157894736842,0.05263157894736842,14.5,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,12,3,30,6,37,0.03333333333333333,0.0,6.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,12,4,30,4,32,0.0,0.0,8.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,12,5,30,2,8,0.0,0.0,4.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,12,6,30,7,21,0.0,0.0,2.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,13,0,30,11,210,0.008643990686969786,0.0,6.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,13,2,30,3,36,0.03333333333333333,0.0,15.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,13,3,30,6,39,0.030303030303030304,0.0,7.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,13,4,30,6,22,0.0,0.0,2.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,13,5,30,5,18,0.04444444444444444,0.0,2.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,13,6,30,5,38,0.06666666666666667,0.0,6.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,14,0,30,7,157,0.037650873716447486,0.0,13.0,13.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,14,2,30,3,19,0.0,0.0,6.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,14,3,30,5,23,0.0,0.0,3.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,14,4,30,6,21,0.0,0.0,2.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,14,5,30,4,5,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,14,6,30,5,24,0.0,0.0,2.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,15,0,30,8,133,0.04386645962732919,0.0,9.5,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,15,1,30,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,15,2,30,2,27,0.06666666666666667,0.06666666666666667,13.5,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,15,3,30,8,34,0.0,0.0,3.5,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,15,4,30,4,15,0.0,0.0,2.5,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,15,5,30,2,5,0.0,0.0,2.5,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,15,6,30,7,35,0.0,0.0,2.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,16,0,30,10,184,0.024310776942355887,0.0,7.5,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,16,1,30,2,3,0.5,0.5,1.5,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,16,2,30,2,32,0.0,0.0,16.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,16,3,30,7,34,0.05194805194805195,0.0,5.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,16,4,30,2,9,0.0,0.0,4.5,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,16,5,30,3,6,0.0,0.0,2.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,16,6,30,6,42,0.1111111111111111,0.0,5.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,17,0,30,8,171,0.07260544036859826,0.07280701754385965,23.0,23.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,17,1,30,1,2,0.0,0.0,2.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,17,2,30,3,29,0.0,0.0,8.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,17,3,30,6,19,0.0,0.0,3.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,17,4,30,4,9,0.0,0.0,2.5,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,17,5,30,2,5,0.0,0.0,2.5,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,17,6,30,7,59,0.019047619047619046,0.0,3.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,18,0,30,11,192,0.06708133971291866,0.0,9.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,18,1,30,1,1,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,18,2,30,6,32,0.025641025641025644,0.0,1.5,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,18,3,30,8,21,0.0,0.0,1.5,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,18,4,30,3,14,0.0,0.0,4.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,18,5,30,5,29,0.13333333333333333,0.0,4.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,18,6,30,6,65,0.011494252873563218,0.0,7.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,19,0,30,11,161,0.013333333333333334,0.0,14.0,14.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,19,1,30,2,3,0.0,0.0,1.5,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,19,2,30,4,27,0.0,0.0,6.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,19,3,30,9,57,0.044444444444444446,0.0,4.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,19,4,30,2,6,0.0,0.0,3.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,19,5,30,4,26,0.0,0.0,5.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,19,6,30,6,73,0.037037037037037035,0.0,12.5,12.5
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,20,0,30,12,161,0.029249762583095917,0.0,10.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,20,2,30,5,31,0.0,0.0,3.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,20,3,30,7,36,0.0,0.0,4.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,20,4,30,5,13,0.0,0.0,1.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,20,5,30,5,31,0.03333333333333333,0.0,5.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,20,6,30,7,79,0.013605442176870748,0.0,15.0,15.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,21,0,30,10,147,0.08802631578947369,0.0,14.5,14.5
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,21,1,30,1,2,0.0,0.0,2.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,21,2,30,3,32,0.0,0.0,12.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,21,3,30,8,49,0.04583333333333334,0.0,6.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,21,4,30,2,6,0.0,0.0,3.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,21,5,30,3,35,0.07407407407407407,0.0,9.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,21,6,30,7,68,0.0,0.0,13.0,13.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,22,0,30,12,126,0.022344322344322345,0.0,8.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,22,2,30,2,21,0.0,0.0,10.5,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,22,3,30,6,18,0.0,0.0,2.5,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,22,4,30,3,7,0.0,0.0,1.0,30.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,22,5,30,5,14,0.0,0.0,3.0,10.0
committee_chamber_hour_weekday_bucket,state government & tribal relations,house,22,6,30,5,26,0.0,0.0,5.0,10.0
